feedback,status,subject,enrollment_date,age,country,study_hours_per_week
I liked parts of the course but not everything.,Dropout,Psychology,10-02-2023,41,UK,7.7
I liked parts of the course but not everything.,Completed,Psychology,28-02-2022,44,Germany,5
The course was okay but could be better.,Dropout,Machine Learning,14-11-2022,24,USA,2.4
I completed all modules and feel more confident now.,Completed,Machine Learning,17-05-2022,21,Japan,16.9
There were too many assignments with little explanation.,Dropout,Data Science,16-02-2024,18,South Africa,2.9
The overall experience was decent but not outstanding.,Completed,Physics,19-04-2022,43,India,7.8
There were too many assignments with little explanation.,Dropout,Machine Learning,26-09-2023,26,UK,13.3
I liked parts of the course but not everything.,Completed,Physics,19-01-2024,44,Canada,11.7
The course was okay but could be better.,Dropout,History,03-09-2022,21,Brazil,3.1
The overall experience was decent but not outstanding.,Completed,Philosophy,30-09-2023,26,UK,8.8
"The pace was average, not too fast or too slow.",Dropout,Psychology,06-11-2023,28,Canada,9.3
"The pace was average, not too fast or too slow.",Completed,Mathematics,02-04-2024,34,UK,14.7
The course was very engaging and easy to follow.,Completed,Economics,07-08-2022,26,Japan,12
The course was very engaging and easy to follow.,Completed,Mathematics,28-01-2023,22,Canada,7.6
The overall experience was decent but not outstanding.,Completed,Physics,14-12-2023,34,India,14.2
The content was clear and well structured.,Completed,Economics,26-11-2024,18,Germany,1.5
The course was okay but could be better.,Completed,Data Science,15-10-2024,40,China,2.7
This course helped me a lot in understanding the subject.,Completed,Business,15-06-2023,43,Australia,18.3
The content was clear and well structured.,Completed,Psychology,27-08-2024,33,South Africa,10.2
I completed all modules and feel more confident now.,Completed,Philosophy,10-03-2024,26,Japan,5.7
"Some topics were useful, others were not very relevant.",Completed,Psychology,19-04-2022,19,Brazil,1.2
"Some topics were useful, others were not very relevant.",Dropout,Psychology,08-06-2024,22,South Africa,7.9
This course helped me a lot in understanding the subject.,Completed,Computer Science,05-08-2024,36,Canada,15.9
I completed all modules and feel more confident now.,Completed,History,12-02-2022,36,USA,3.7
The instructor did not explain concepts clearly.,Dropout,Data Science,16-08-2024,23,Germany,5.8
This course helped me a lot in understanding the subject.,Completed,Philosophy,10-06-2024,19,USA,15.4
The overall experience was decent but not outstanding.,Dropout,Philosophy,01-04-2023,22,Australia,9.9
The overall experience was decent but not outstanding.,Completed,Mathematics,24-03-2024,22,Germany,13.7
I liked parts of the course but not everything.,Dropout,Psychology,17-02-2023,21,Brazil,15.7
There were too many assignments with little explanation.,Dropout,Business,01-05-2022,38,Canada,15.2
This course helped me a lot in understanding the subject.,Completed,Philosophy,07-11-2024,34,Australia,19
I liked parts of the course but not everything.,Dropout,Economics,03-01-2024,22,Canada,9.1
The overall experience was decent but not outstanding.,Completed,Psychology,28-04-2024,41,Australia,7.4
The overall experience was decent but not outstanding.,Completed,Business,27-12-2023,44,South Africa,14.9
There were too many assignments with little explanation.,Dropout,Computer Science,31-01-2023,41,USA,10.4
The content was clear and well structured.,Completed,Computer Science,07-08-2022,34,Canada,3.5
The instructor did not explain concepts clearly.,Dropout,Data Science,27-11-2022,24,Japan,19.3
The content was clear and well structured.,Completed,Computer Science,04-03-2024,21,South Africa,8.8
The course was very engaging and easy to follow.,Completed,Psychology,24-03-2022,26,Brazil,7.4
I really enjoyed the instructor's teaching style.,Completed,Machine Learning,01-12-2022,35,Brazil,5.4
I found the lectures boring and unhelpful.,Dropout,Data Science,19-12-2023,18,UK,14.4
"The pace was average, not too fast or too slow.",Dropout,Philosophy,28-11-2022,19,South Africa,15.7
The course was okay but could be better.,Completed,Philosophy,01-01-2024,23,China,19.6
I liked parts of the course but not everything.,Dropout,History,01-10-2024,33,Australia,4.5
The course was okay but could be better.,Dropout,Psychology,21-03-2023,42,Canada,16.6
This course helped me a lot in understanding the subject.,Completed,Mathematics,21-06-2024,34,Canada,12.6
I found the lectures boring and unhelpful.,Dropout,Business,03-09-2022,19,India,3.6
I liked parts of the course but not everything.,Dropout,Computer Science,05-12-2022,20,Australia,4.7
"The pace was average, not too fast or too slow.",Completed,History,23-02-2024,43,Germany,5.1
I really enjoyed the instructor's teaching style.,Completed,Business,01-01-2024,33,Canada,3.1
The course was okay but could be better.,Dropout,Mathematics,09-01-2022,35,Japan,11.6
"The pace was average, not too fast or too slow.",Dropout,Computer Science,31-03-2023,18,Japan,19.8
I liked parts of the course but not everything.,Dropout,Philosophy,06-03-2023,44,Canada,9.9
I found the lectures boring and unhelpful.,Dropout,Mathematics,02-09-2024,24,Australia,18.9
"The pace was average, not too fast or too slow.",Completed,Business,16-04-2022,42,UK,14
The course was okay but could be better.,Completed,Philosophy,24-02-2022,34,UK,8.8
The course was too difficult and confusing.,Dropout,Philosophy,01-05-2022,33,UK,4.3
I really enjoyed the instructor's teaching style.,Completed,Mathematics,06-09-2022,34,Japan,17.1
The course was okay but could be better.,Completed,Mathematics,18-05-2023,37,Germany,11.8
There were too many assignments with little explanation.,Dropout,Physics,06-03-2023,20,Germany,16.4
The course was okay but could be better.,Completed,Machine Learning,31-07-2024,29,South Africa,16
I lost motivation because the content was overwhelming.,Dropout,Mathematics,07-02-2023,18,China,11
"Some topics were useful, others were not very relevant.",Dropout,Data Science,03-08-2023,20,South Africa,7.4
The instructor did not explain concepts clearly.,Dropout,Machine Learning,29-03-2023,18,India,9.4
I liked parts of the course but not everything.,Completed,Business,22-11-2024,40,South Africa,7.2
The course was very engaging and easy to follow.,Completed,Philosophy,25-11-2023,36,USA,6.8
The instructor did not explain concepts clearly.,Dropout,Philosophy,15-06-2024,23,Canada,8.4
"Some topics were useful, others were not very relevant.",Completed,Mathematics,01-07-2024,23,China,9.2
I really enjoyed the instructor's teaching style.,Completed,Economics,13-09-2022,27,UK,1.7
"The pace was average, not too fast or too slow.",Dropout,Psychology,26-10-2023,19,Australia,18.2
I found the lectures boring and unhelpful.,Dropout,Computer Science,01-03-2024,26,Canada,18.7
The overall experience was decent but not outstanding.,Dropout,Psychology,07-08-2022,31,Brazil,9.5
I liked parts of the course but not everything.,Dropout,Economics,09-05-2024,36,China,15
"The pace was average, not too fast or too slow.",Completed,Business,03-07-2024,26,Japan,2.4
The course was too difficult and confusing.,Dropout,History,13-06-2024,32,UK,19.6
I really enjoyed the instructor's teaching style.,Completed,Economics,05-07-2024,37,Canada,13.4
"The pace was average, not too fast or too slow.",Completed,Philosophy,12-10-2023,24,South Africa,10
There were too many assignments with little explanation.,Dropout,Psychology,12-03-2023,44,USA,9.2
The course was okay but could be better.,Completed,Philosophy,04-12-2024,22,Australia,19.7
"The pace was average, not too fast or too slow.",Completed,Data Science,08-07-2023,32,India,6.6
The overall experience was decent but not outstanding.,Completed,Physics,07-03-2024,29,USA,16.2
The course was okay but could be better.,Completed,History,01-01-2023,31,Japan,3.7
I lost motivation because the content was overwhelming.,Dropout,Mathematics,19-08-2024,24,Germany,15.7
There were too many assignments with little explanation.,Dropout,Business,08-03-2024,33,UK,19.8
I lost motivation because the content was overwhelming.,Dropout,Data Science,25-02-2022,35,Germany,9.7
The overall experience was decent but not outstanding.,Completed,Machine Learning,23-01-2024,25,UK,14.4
The course was okay but could be better.,Dropout,History,19-02-2024,18,India,12
The course was okay but could be better.,Dropout,Computer Science,12-03-2023,31,Japan,1.9
The course was too difficult and confusing.,Dropout,Physics,05-07-2023,20,Canada,16.6
The course was okay but could be better.,Completed,Physics,14-09-2022,36,China,7.1
The overall experience was decent but not outstanding.,Completed,Philosophy,27-06-2024,45,South Africa,16.5
I liked parts of the course but not everything.,Dropout,Data Science,22-05-2024,19,India,10.5
I really enjoyed the instructor's teaching style.,Completed,Psychology,06-05-2023,25,South Africa,1.6
The instructor did not explain concepts clearly.,Dropout,Philosophy,12-06-2022,41,South Africa,19.8
This course helped me a lot in understanding the subject.,Completed,History,15-06-2024,20,Brazil,5.5
"Some topics were useful, others were not very relevant.",Completed,Mathematics,12-06-2022,29,South Africa,14.4
The course was very engaging and easy to follow.,Completed,Business,07-06-2023,29,China,9.3
"The pace was average, not too fast or too slow.",Dropout,Mathematics,18-08-2023,42,China,14.8
I really enjoyed the instructor's teaching style.,Completed,Psychology,15-12-2022,33,China,7.9
I found the lectures boring and unhelpful.,Dropout,Psychology,11-08-2022,41,Japan,10.6
The content was clear and well structured.,Completed,History,01-03-2023,40,Australia,14
I found the lectures boring and unhelpful.,Dropout,Mathematics,07-10-2022,24,Canada,11.9
I found the lectures boring and unhelpful.,Dropout,Business,18-02-2022,18,South Africa,14.3
I lost motivation because the content was overwhelming.,Dropout,Mathematics,14-01-2022,27,Australia,19
The course was okay but could be better.,Completed,History,17-07-2024,43,South Africa,2.4
I really enjoyed the instructor's teaching style.,Completed,Computer Science,17-02-2024,30,India,6.6
"The pace was average, not too fast or too slow.",Completed,Philosophy,18-04-2023,36,USA,17.9
I completed all modules and feel more confident now.,Completed,Business,20-06-2024,38,Brazil,10.3
"Some topics were useful, others were not very relevant.",Completed,Business,28-08-2024,41,Brazil,8.3
I liked parts of the course but not everything.,Completed,History,06-04-2022,35,Germany,3.4
The content was clear and well structured.,Completed,Philosophy,11-06-2024,27,Germany,17.7
I found the lectures boring and unhelpful.,Dropout,Computer Science,15-01-2024,19,Australia,11.9
"The pace was average, not too fast or too slow.",Completed,Mathematics,23-10-2024,33,UK,9.9
I completed all modules and feel more confident now.,Completed,Mathematics,08-12-2022,18,Brazil,2.5
The course was very engaging and easy to follow.,Completed,History,15-12-2022,37,China,9.9
"The pace was average, not too fast or too slow.",Dropout,History,19-07-2023,19,India,8.2
The content was clear and well structured.,Completed,Psychology,29-04-2024,45,Brazil,4.8
I lost motivation because the content was overwhelming.,Dropout,Mathematics,29-06-2022,26,Canada,2.1
"The pace was average, not too fast or too slow.",Dropout,Physics,05-05-2023,25,India,18
I found the lectures boring and unhelpful.,Dropout,Economics,23-06-2023,39,India,8.6
"The pace was average, not too fast or too slow.",Completed,Economics,25-10-2023,28,China,10.5
The content was clear and well structured.,Completed,Psychology,30-12-2023,22,Japan,8.5
